   5.8498300e+01   5.4545386e+00   7.4226868e-01
   5.9001000e+01   5.0504987e+00   7.1424837e-01
   5.9499400e+01   5.0504987e+00   7.1424837e-01
   6.0000500e+01   6.0605984e+00   7.8241989e-01
   6.0005700e+01   5.7575685e+00   7.6260858e-01
   6.0499100e+01   4.0403913e+00   1.0100978e+00
   6.0999400e+01   7.0706848e+00   1.3362338e+00
   6.1501900e+01   8.0807826e+00   1.4284940e+00
   6.1999000e+01   1.0100978e+01   1.5971049e+00
   6.2500200e+01   9.0908804e+00   1.5151467e+00
   6.3000400e+01   1.0606027e+01   1.6365455e+00
   6.3499600e+01   9.3434049e+00   1.5360463e+00
   6.3999700e+01   8.0807826e+00   1.4284940e+00
   6.4500200e+01   8.5858315e+00   1.4724580e+00
   6.5000300e+01   1.1868649e+01   1.7312204e+00
   6.5500300e+01   1.0606027e+01   1.6365455e+00
   6.5998700e+01   1.5403992e+01   1.9722790e+00
   6.6502700e+01   1.4898943e+01   1.9396771e+00
   6.6996800e+01   1.0606027e+01   1.6365455e+00
   6.7500600e+01   9.3434049e+00   1.5360463e+00
   6.8000200e+01   1.0353503e+01   1.6169455e+00
   6.8499600e+01   9.3434049e+00   1.5360463e+00
   6.9001800e+01   8.5858315e+00   1.4724580e+00
   6.9498500e+01   6.0605869e+00   1.2371121e+00
   6.9999600e+01   5.3030136e+00   1.1572124e+00
   7.0500300e+01   5.8080625e+00   1.2110647e+00
   7.0999700e+01   6.0605869e+00   1.2371121e+00
   7.1506400e+01   2.1969628e+01   2.3553913e+00
